Transaction_ID;Account_ID;Transaction_Date;Transaction_Type;Category;Amount
173437;8657;8.02.2025;Debit;Utilities;$321,27
116085;5818;8.02.2025;Debit;Online Shopping;$171,94
220999;11015;8.02.2025;Debit;Entertainment;$293,39
198250;9897;8.02.2025;Credit;Salary;$3.586,46
143639;7177;8.02.2025;Debit;Travel;$304,67
199435;9954;8.02.2025;Debit;Entertainment;$48,86
143826;7187;8.02.2025;Debit;Groceries;$116,77
115880;5806;8.02.2025;Debit;Entertainment;$315,27
188091;9403;8.02.2025;Debit;Groceries;$346,80
138198;6908;8.02.2025;Debit;Entertainment;$254,53
118578;5941;8.02.2025;Debit;Online Shopping;$209,65
217219;10823;8.02.2025;Debit;Online Shopping;$228,78
197841;9881;8.02.2025;Credit;Salary;$4.256,15
138044;6900;8.02.2025;Deposit;Investment;$4.817,17
143795;7185;8.02.2025;Debit;Travel;$274,34
106482;5320;8.02.2025;Debit;Groceries;$262,83
172263;8596;8.02.2025;Debit;Groceries;$236,29
188149;9405;8.02.2025;Debit;Entertainment;$265,63
189712;9482;8.02.2025;Debit;Entertainment;$304,14
161576;8072;8.02.2025;Deposit;Investment;$3.800,10
208900;10418;8.02.2025;Deposit;Investment;$839,17
135777;6798;8.02.2025;Debit;Travel;$260,29
194995;9742;8.02.2025;Debit;Travel;$93,65
173050;8635;8.02.2025;Debit;Online Shopping;$179,68
206707;10311;8.02.2025;Deposit;Investment;$2.710,24
127056;6360;8.02.2025;Debit;Groceries;$163,01
140184;7010;8.02.2025;Debit;Groceries;$183,44
120949;6050;8.02.2025;Debit;Travel;$55,53
102868;5136;8.02.2025;Debit;Groceries;$251,61
192486;9610;8.02.2025;Deposit;Investment;$4.304,10
130158;6514;8.02.2025;Debit;Entertainment;$60,92
220259;10979;8.02.2025;Credit;Salary;$1.525,26
112498;5630;8.02.2025;Debit;Groceries;$157,74
191952;9583;8.02.2025;Debit;Entertainment;$58,19
109553;5474;8.02.2025;Debit;Travel;$94,22
119281;5972;8.02.2025;Debit;Entertainment;$229,79
207507;10348;8.02.2025;Credit;Salary;$5.929,42
181561;9074;8.02.2025;Debit;Groceries;$321,88
128695;6440;8.02.2025;Debit;Groceries;$301,98
203957;10180;8.02.2025;Debit;Online Shopping;$152,99
128700;6440;8.02.2025;Debit;Entertainment;$282,03
176293;8803;8.02.2025;Credit;Salary;$5.346,14
174384;8703;8.02.2025;Debit;Entertainment;$69,05
210147;10479;8.02.2025;Debit;Online Shopping;$327,25
215803;10754;8.02.2025;Credit;Salary;$3.396,04
154877;7729;8.02.2025;Debit;Online Shopping;$19,90
138950;6947;8.02.2025;Debit;Entertainment;$148,99
104694;5225;8.02.2025;Debit;Entertainment;$171,57
194732;9729;8.02.2025;Debit;Entertainment;$62,71
165149;8248;8.02.2025;Debit;Utilities;$339,49
160884;8037;8.02.2025;Debit;Utilities;$325,91
104210;5202;8.02.2025;Debit;Travel;$323,95
182509;9120;8.02.2025;Debit;Travel;$154,30
113740;5693;8.02.2025;Debit;Groceries;$309,87
125622;6282;8.02.2025;Debit;Travel;$25,13
115283;5773;8.02.2025;Debit;Entertainment;$176,76
168942;8428;8.02.2025;Debit;Groceries;$348,46
129508;6481;8.02.2025;Credit;Salary;$2.532,93
166694;8322;8.02.2025;Deposit;Investment;$4.532,91
162227;8101;8.02.2025;Debit;Travel;$109,13
186111;9304;8.02.2025;Debit;Groceries;$17,66
216871;10804;8.02.2025;Debit;Travel;$96,28
210741;10504;8.02.2025;Debit;Entertainment;$269,42
123870;6192;8.02.2025;Debit;Entertainment;$251,12
174398;8705;8.02.2025;Debit;Utilities;$113,12
122536;6126;8.02.2025;Deposit;Investment;$3.019,01
180791;9031;8.02.2025;Debit;Travel;$164,39
151803;7585;9.02.2025;Debit;Travel;$254,97
136875;6848;9.02.2025;Debit;Online Shopping;$205,24
193306;9654;9.02.2025;Debit;Utilities;$65,99
133113;6664;9.02.2025;Debit;Utilities;$117,94
178211;8903;9.02.2025;Debit;Groceries;$63,56
140866;7042;9.02.2025;Debit;Entertainment;$317,84
187255;9366;9.02.2025;Debit;Utilities;$61,40
217879;10861;9.02.2025;Debit;Groceries;$281,21
139009;6951;9.02.2025;Debit;Entertainment;$300,31
179763;8983;9.02.2025;Debit;Travel;$239,36
128788;6444;9.02.2025;Debit;Online Shopping;$164,16
187203;9364;9.02.2025;Deposit;Investment;$988,72
167333;8349;9.02.2025;Debit;Groceries;$238,56
132656;6643;9.02.2025;Debit;Travel;$189,84
217388;10834;9.02.2025;Debit;Entertainment;$159,93
172534;8612;9.02.2025;Deposit;Investment;$1.737,20
139974;7001;9.02.2025;Debit;Entertainment;$282,35
148502;7420;9.02.2025;Debit;Entertainment;$45,55
128056;6410;9.02.2025;Deposit;Investment;$3.432,54
151731;7582;9.02.2025;Debit;Groceries;$124,86
153345;7653;9.02.2025;Debit;Travel;$85,56
147421;7367;9.02.2025;Debit;Online Shopping;$278,51
132497;6638;9.02.2025;Credit;Salary;$1.717,27
157150;7844;9.02.2025;Debit;Online Shopping;$35,06
176028;8790;9.02.2025;Debit;Groceries;$317,84
192021;9587;9.02.2025;Debit;Groceries;$79,76
135400;6776;9.02.2025;Debit;Online Shopping;$262,54
168416;8404;9.02.2025;Debit;Utilities;$231,11
162812;8132;9.02.2025;Debit;Online Shopping;$36,88
178568;8925;9.02.2025;Debit;Groceries;$130,12
187881;9394;9.02.2025;Deposit;Investment;$879,89
139166;6961;9.02.2025;Debit;Groceries;$147,13
186496;9322;9.02.2025;Debit;Utilities;$255,75
168852;8423;9.02.2025;Deposit;Investment;$2.185,91
164420;8214;9.02.2025;Credit;Salary;$4.861,22
178620;8927;9.02.2025;Credit;Salary;$3.119,50
217183;10822;9.02.2025;Debit;Travel;$128,10
147198;7358;9.02.2025;Credit;Salary;$2.098,97
159488;7975;9.02.2025;Debit;Groceries;$348,40
159498;7975;9.02.2025;Debit;Groceries;$51,36
180741;9028;9.02.2025;Debit;Travel;$147,08
139668;6985;9.02.2025;Debit;Travel;$200,78
177421;8865;9.02.2025;Debit;Online Shopping;$159,86
159065;7948;9.02.2025;Debit;Online Shopping;$44,66
190142;9501;9.02.2025;Debit;Groceries;$338,08
181601;9075;9.02.2025;Debit;Entertainment;$226,29
137296;6868;9.02.2025;Debit;Online Shopping;$105,86
145505;7269;9.02.2025;Debit;Travel;$331,78
152269;7605;9.02.2025;Debit;Online Shopping;$166,89
180651;9024;9.02.2025;Debit;Online Shopping;$63,71
213197;10627;9.02.2025;Credit;Salary;$5.985,26
194267;9707;9.02.2025;Credit;Salary;$5.760,17
124873;6246;9.02.2025;Deposit;Investment;$4.563,10
110358;5514;9.02.2025;Credit;Salary;$3.415,81
198110;9892;9.02.2025;Debit;Groceries;$236,23
105517;5268;9.02.2025;Credit;Salary;$4.893,82
112806;5644;9.02.2025;Debit;Entertainment;$118,21
201066;10033;9.02.2025;Debit;Online Shopping;$33,41
114610;5737;9.02.2025;Debit;Online Shopping;$157,49
201989;10081;9.02.2025;Credit;Salary;$5.273,73
206184;10285;9.02.2025;Debit;Online Shopping;$246,96
208564;10404;9.02.2025;Credit;Salary;$2.588,32
210454;10493;9.02.2025;Debit;Utilities;$127,17
205515;10252;9.02.2025;Debit;Utilities;$22,11
203436;10151;9.02.2025;Debit;Groceries;$177,75
117587;5891;9.02.2025;Debit;Entertainment;$224,16
103309;5158;9.02.2025;Debit;Travel;$272,86
108328;5412;9.02.2025;Debit;Utilities;$219,28
117699;5897;9.02.2025;Debit;Groceries;$83,69
109414;5466;9.02.2025;Credit;Salary;$4.409,98
119655;5988;9.02.2025;Debit;Travel;$75,05
109291;5460;9.02.2025;Debit;Utilities;$221,77
213543;10643;9.02.2025;Debit;Groceries;$212,15
203030;10130;9.02.2025;Debit;Online Shopping;$139,71
209771;10458;9.02.2025;Debit;Entertainment;$19,60
203319;10144;9.02.2025;Credit;Salary;$4.879,22
198682;9917;9.02.2025;Debit;Travel;$35,95
123081;6156;9.02.2025;Deposit;Investment;$4.413,10
113419;5678;9.02.2025;Debit;Online Shopping;$149,36
102253;5106;9.02.2025;Deposit;Investment;$970,77
221707;11049;9.02.2025;Debit;Groceries;$229,16
103100;5146;9.02.2025;Credit;Salary;$5.207,60
203548;10157;9.02.2025;Debit;Utilities;$222,25
211987;10563;9.02.2025;Debit;Travel;$273,45
115837;5804;9.02.2025;Debit;Utilities;$313,91
109386;5464;10.02.2025;Debit;Travel;$228,65
131560;6589;10.02.2025;Debit;Utilities;$347,97
202773;10118;10.02.2025;Debit;Entertainment;$174,50
176155;8796;10.02.2025;Debit;Utilities;$317,15
109012;5447;10.02.2025;Credit;Salary;$2.778,46
163713;8178;10.02.2025;Debit;Travel;$138,78
195484;9763;10.02.2025;Debit;Groceries;$12,13
216141;10769;10.02.2025;Debit;Entertainment;$222,47
186356;9314;10.02.2025;Debit;Entertainment;$155,05
116531;5842;10.02.2025;Debit;Groceries;$24,51
158009;7892;10.02.2025;Deposit;Investment;$1.703,18
215807;10754;10.02.2025;Debit;Entertainment;$343,99
137932;6895;10.02.2025;Debit;Online Shopping;$334,73
202989;10129;10.02.2025;Debit;Entertainment;$64,52
142509;7126;10.02.2025;Debit;Groceries;$69,27
213534;10643;10.02.2025;Debit;Groceries;$198,90
163232;8152;10.02.2025;Credit;Salary;$5.551,11
145601;7275;10.02.2025;Credit;Salary;$3.726,01
177073;8844;10.02.2025;Debit;Groceries;$212,54
183493;9171;10.02.2025;Debit;Entertainment;$206,96
208293;10392;10.02.2025;Debit;Travel;$189,04
200142;9988;10.02.2025;Debit;Entertainment;$59,61
106273;5307;10.02.2025;Debit;Groceries;$215,95
185077;9254;10.02.2025;Debit;Online Shopping;$213,77
103450;5166;10.02.2025;Debit;Online Shopping;$280,65
137128;6860;10.02.2025;Debit;Online Shopping;$302,02
203550;10158;10.02.2025;Debit;Utilities;$323,97
192215;9596;10.02.2025;Debit;Online Shopping;$322,79
201274;10045;10.02.2025;Debit;Online Shopping;$339,63
118716;5947;10.02.2025;Debit;Online Shopping;$27,29
219157;10922;10.02.2025;Credit;Salary;$3.013,83
202895;10125;10.02.2025;Debit;Travel;$6,13
100210;5011;10.02.2025;Debit;Travel;$150,72
146050;7296;10.02.2025;Debit;Groceries;$318,71
124956;6250;10.02.2025;Debit;Entertainment;$300,59
155328;7753;10.02.2025;Debit;Utilities;$247,59
212479;10589;10.02.2025;Debit;Entertainment;$236,25
198195;9896;10.02.2025;Debit;Utilities;$296,27
189064;9451;10.02.2025;Deposit;Investment;$2.203,12
132953;6657;10.02.2025;Debit;Entertainment;$84,76
129789;6495;10.02.2025;Debit;Travel;$174,58
127004;6357;10.02.2025;Debit;Groceries;$236,69
167130;8341;10.02.2025;Credit;Salary;$3.434,60
113670;5690;10.02.2025;Deposit;Investment;$3.917,33
104507;5216;10.02.2025;Debit;Utilities;$58,58
187224;9365;10.02.2025;Debit;Travel;$119,36
115247;5771;10.02.2025;Debit;Travel;$307,82
125348;6271;10.02.2025;Credit;Salary;$5.040,32
187197;9364;10.02.2025;Deposit;Investment;$4.217,78
129191;6466;10.02.2025;Debit;Utilities;$254,37
174060;8689;10.02.2025;Debit;Entertainment;$52,75
111206;5560;10.02.2025;Debit;Groceries;$103,68
161187;8053;10.02.2025;Debit;Travel;$247,75
191538;9562;10.02.2025;Credit;Salary;$4.162,43
210569;10497;10.02.2025;Credit;Salary;$1.727,90
162240;8102;10.02.2025;Debit;Online Shopping;$90,67
137899;6893;10.02.2025;Debit;Entertainment;$159,45
131569;6589;10.02.2025;Debit;Travel;$349,85
209027;10423;10.02.2025;Debit;Travel;$332,22
181058;9049;10.02.2025;Debit;Groceries;$29,82
146340;7314;10.02.2025;Debit;Travel;$232,34
198229;9897;10.02.2025;Debit;Utilities;$182,57
161012;8043;10.02.2025;Debit;Travel;$80,28
138054;6902;10.02.2025;Debit;Travel;$95,84
190609;9521;10.02.2025;Credit;Salary;$1.873,97
171958;8580;10.02.2025;Debit;Entertainment;$52,33
205450;10249;10.02.2025;Debit;Groceries;$54,70
188098;9403;10.02.2025;Debit;Utilities;$130,44
174260;8698;10.02.2025;Debit;Entertainment;$185,70
204803;10222;10.02.2025;Debit;Groceries;$28,84
100565;5028;10.02.2025;Debit;Entertainment;$79,40
166586;8317;10.02.2025;Debit;Travel;$38,60
193419;9660;10.02.2025;Debit;Groceries;$146,09
109734;5484;10.02.2025;Debit;Utilities;$106,86
100764;5039;10.02.2025;Debit;Groceries;$273,21
183154;9153;10.02.2025;Debit;Travel;$199,72
206790;10314;10.02.2025;Debit;Groceries;$342,43
216167;10771;10.02.2025;Debit;Entertainment;$106,97
166152;8294;10.02.2025;Debit;Entertainment;$268,94
135700;6794;10.02.2025;Debit;Online Shopping;$307,20
173187;8642;10.02.2025;Debit;Travel;$126,25
170205;8494;10.02.2025;Debit;Online Shopping;$103,80
152369;7610;10.02.2025;Debit;Groceries;$339,39
117188;5871;10.02.2025;Debit;Online Shopping;$177,96
184279;9213;10.02.2025;Debit;Entertainment;$288,45
134613;6735;10.02.2025;Deposit;Investment;$971,72
146473;7320;10.02.2025;Deposit;Investment;$4.775,85
152341;7609;10.02.2025;Debit;Travel;$16,14
120972;6051;10.02.2025;Debit;Online Shopping;$116,64
112359;5622;10.02.2025;Credit;Salary;$2.594,43
165248;8251;10.02.2025;Debit;Utilities;$294,00
177345;8860;10.02.2025;Debit;Groceries;$110,40
205309;10243;10.02.2025;Credit;Salary;$5.966,33
157535;7866;10.02.2025;Debit;Groceries;$341,80
135983;6809;10.02.2025;Debit;Utilities;$317,87
201681;10065;10.02.2025;Credit;Salary;$4.685,04
105062;5245;10.02.2025;Debit;Online Shopping;$86,52
153687;7669;10.02.2025;Debit;Entertainment;$171,47
218039;10868;10.02.2025;Debit;Utilities;$314,89
141098;7051;10.02.2025;Credit;Salary;$5.257,74
213134;10623;10.02.2025;Debit;Travel;$109,96
161151;8052;10.02.2025;Debit;Groceries;$347,50
149834;7487;10.02.2025;Debit;Online Shopping;$212,03
158732;7931;10.02.2025;Debit;Entertainment;$215,23
173098;8639;10.02.2025;Deposit;Investment;$2.759,18
137601;6882;10.02.2025;Debit;Groceries;$178,81
145229;7253;10.02.2025;Debit;Groceries;$192,98
190523;9519;11.02.2025;Debit;Travel;$149,67
172325;8602;11.02.2025;Credit;Salary;$4.760,06
201824;10073;11.02.2025;Debit;Online Shopping;$206,30
149837;7487;11.02.2025;Debit;Utilities;$152,73
135623;6788;11.02.2025;Debit;Entertainment;$345,66
142864;7141;11.02.2025;Debit;Entertainment;$179,40
111731;5588;11.02.2025;Debit;Utilities;$188,14
141968;7099;11.02.2025;Debit;Groceries;$329,07
172322;8602;11.02.2025;Credit;Salary;$5.371,64
172569;8615;11.02.2025;Debit;Online Shopping;$9,97
215501;10738;11.02.2025;Debit;Travel;$11,66
221289;11028;11.02.2025;Debit;Groceries;$275,96
136188;6819;11.02.2025;Debit;Travel;$260,50
130743;6546;11.02.2025;Credit;Salary;$2.537,40
143392;7165;11.02.2025;Credit;Salary;$2.233,22
145922;7289;11.02.2025;Debit;Travel;$112,04
116669;5848;11.02.2025;Credit;Salary;$5.670,53
177884;8888;11.02.2025;Credit;Salary;$2.422,90
202399;10102;11.02.2025;Debit;Travel;$313,36
189990;9494;11.02.2025;Debit;Online Shopping;$129,17
169152;8437;11.02.2025;Debit;Entertainment;$53,30
195065;9747;11.02.2025;Credit;Salary;$4.471,61
217292;10829;11.02.2025;Debit;Online Shopping;$158,89
121081;6056;11.02.2025;Debit;Groceries;$140,07
148104;7400;11.02.2025;Debit;Utilities;$21,76
126337;6320;11.02.2025;Deposit;Investment;$3.082,05
149320;7461;11.02.2025;Deposit;Investment;$2.418,27
217974;10865;11.02.2025;Debit;Travel;$176,64
177265;8855;11.02.2025;Debit;Utilities;$61,50
130727;6546;11.02.2025;Credit;Salary;$3.267,29
134359;6722;11.02.2025;Credit;Salary;$3.096,12
208708;10410;11.02.2025;Deposit;Investment;$4.570,83
168713;8417;11.02.2025;Debit;Travel;$78,50
209000;10422;11.02.2025;Credit;Salary;$5.758,69
106212;5304;11.02.2025;Deposit;Investment;$1.695,50
165068;8244;11.02.2025;Debit;Utilities;$278,00
123060;6155;11.02.2025;Debit;Entertainment;$340,25
116800;5854;11.02.2025;Debit;Online Shopping;$330,64
126251;6314;11.02.2025;Debit;Travel;$204,67
141545;7079;11.02.2025;Deposit;Investment;$3.642,96
178192;8903;11.02.2025;Debit;Travel;$158,10
133448;6679;11.02.2025;Debit;Travel;$67,33
128592;6436;11.02.2025;Debit;Travel;$242,59
201646;10064;11.02.2025;Debit;Travel;$11,82
160832;8035;11.02.2025;Credit;Salary;$2.026,21
169965;8482;11.02.2025;Debit;Online Shopping;$178,58
220993;11015;11.02.2025;Debit;Groceries;$77,04
150029;7498;11.02.2025;Debit;Travel;$305,69
210800;10506;11.02.2025;Deposit;Investment;$1.741,03
118771;5952;11.02.2025;Debit;Groceries;$241,43
215244;10724;11.02.2025;Debit;Online Shopping;$113,69
147174;7356;11.02.2025;Debit;Travel;$55,83
102983;5143;11.02.2025;Debit;Entertainment;$229,63
107535;5375;11.02.2025;Debit;Travel;$181,04
219684;10949;11.02.2025;Debit;Utilities;$115,76
178488;8920;11.02.2025;Debit;Travel;$46,00
145228;7253;11.02.2025;Debit;Entertainment;$266,07
131529;6587;11.02.2025;Debit;Utilities;$323,18
203259;10141;11.02.2025;Debit;Groceries;$249,66
174502;8710;11.02.2025;Debit;Online Shopping;$229,33
210970;10515;11.02.2025;Debit;Travel;$295,41
181424;9068;11.02.2025;Debit;Entertainment;$296,55
135473;6780;11.02.2025;Debit;Online Shopping;$171,44
161017;8043;11.02.2025;Debit;Travel;$11,25
184881;9244;11.02.2025;Debit;Online Shopping;$282,58
187198;9364;11.02.2025;Deposit;Investment;$3.408,46
100343;5018;11.02.2025;Debit;Groceries;$210,70
201303;10045;11.02.2025;Debit;Entertainment;$312,61
155987;7785;11.02.2025;Debit;Travel;$124,98
135552;6785;11.02.2025;Debit;Utilities;$138,21
187864;9393;11.02.2025;Credit;Salary;$2.081,11
132017;6614;11.02.2025;Debit;Online Shopping;$243,30
134242;6717;11.02.2025;Credit;Salary;$1.872,80
139190;6963;11.02.2025;Debit;Utilities;$42,81
141598;7081;11.02.2025;Debit;Groceries;$191,41
174508;8710;11.02.2025;Credit;Salary;$5.232,36
155192;7747;11.02.2025;Debit;Groceries;$198,77
125861;6297;11.02.2025;Deposit;Investment;$3.421,03
206456;10300;11.02.2025;Debit;Online Shopping;$206,01
158070;7894;11.02.2025;Debit;Travel;$209,70
101926;5092;11.02.2025;Debit;Entertainment;$275,66
106010;5293;11.02.2025;Credit;Salary;$2.762,36
198197;9896;11.02.2025;Debit;Entertainment;$107,93
206166;10285;11.02.2025;Debit;Utilities;$95,82
154302;7699;11.02.2025;Debit;Utilities;$125,39
105976;5291;11.02.2025;Debit;Online Shopping;$252,70
207983;10371;11.02.2025;Debit;Online Shopping;$16,41
117571;5890;11.02.2025;Deposit;Investment;$3.968,44
113778;5695;11.02.2025;Credit;Salary;$4.145,35
198263;9899;11.02.2025;Debit;Travel;$57,85
175972;8787;11.02.2025;Debit;Entertainment;$130,76
192468;9609;11.02.2025;Credit;Salary;$5.142,35
101998;5095;11.02.2025;Debit;Groceries;$262,87
127301;6372;11.02.2025;Debit;Online Shopping;$309,18
207547;10350;11.02.2025;Debit;Travel;$269,30
139915;6998;11.02.2025;Debit;Groceries;$115,10
186759;9339;11.02.2025;Deposit;Investment;$962,06
113700;5692;11.02.2025;Debit;Groceries;$10,74
146694;7332;11.02.2025;Debit;Online Shopping;$146,89
104840;5232;12.02.2025;Debit;Travel;$88,67
218285;10882;12.02.2025;Debit;Travel;$7,46
131035;6561;12.02.2025;Debit;Groceries;$188,25
173027;8634;12.02.2025;Credit;Salary;$5.609,75
219303;10929;12.02.2025;Credit;Salary;$3.393,67
166294;8302;12.02.2025;Debit;Groceries;$239,72
159960;7994;12.02.2025;Debit;Entertainment;$86,15
103236;5155;12.02.2025;Credit;Salary;$4.931,21
178261;8907;12.02.2025;Debit;Travel;$223,37
191576;9565;12.02.2025;Debit;Entertainment;$163,99
194697;9728;12.02.2025;Debit;Online Shopping;$299,45
131561;6589;12.02.2025;Credit;Salary;$3.479,36
184982;9249;12.02.2025;Debit;Travel;$318,94
213522;10642;12.02.2025;Debit;Online Shopping;$26,74
174626;8715;12.02.2025;Debit;Utilities;$298,22
148618;7425;12.02.2025;Debit;Groceries;$127,37
129639;6488;12.02.2025;Debit;Groceries;$230,93
159724;7983;12.02.2025;Credit;Salary;$2.709,68
168443;8405;12.02.2025;Credit;Salary;$4.039,95
136779;6842;12.02.2025;Debit;Groceries;$331,96
113357;5674;12.02.2025;Debit;Online Shopping;$112,56
186102;9304;12.02.2025;Debit;Entertainment;$238,97
116998;5861;12.02.2025;Debit;Utilities;$45,70
103586;5171;12.02.2025;Debit;Utilities;$333,16
162040;8093;12.02.2025;Deposit;Investment;$3.374,58
125678;6286;12.02.2025;Debit;Entertainment;$67,95
199050;9934;12.02.2025;Credit;Salary;$1.628,29
123037;6154;12.02.2025;Debit;Utilities;$275,84
170044;8486;12.02.2025;Credit;Salary;$2.988,92
120084;6010;12.02.2025;Deposit;Investment;$2.941,62
198490;9908;12.02.2025;Deposit;Investment;$4.910,18
220245;10979;12.02.2025;Credit;Salary;$5.473,65
104397;5212;12.02.2025;Credit;Salary;$2.620,37
197875;9882;12.02.2025;Debit;Entertainment;$263,60
102873;5136;12.02.2025;Debit;Utilities;$119,15
191364;9554;12.02.2025;Debit;Groceries;$196,54
119251;5971;12.02.2025;Debit;Utilities;$218,45
133069;6661;12.02.2025;Debit;Entertainment;$23,65
140195;7012;12.02.2025;Debit;Travel;$333,30
189651;9479;12.02.2025;Debit;Utilities;$241,63
166689;8322;12.02.2025;Deposit;Investment;$1.103,22
172059;8586;12.02.2025;Credit;Salary;$2.283,43
216935;10808;12.02.2025;Debit;Utilities;$253,91
166171;8295;12.02.2025;Debit;Online Shopping;$144,61
139480;6974;12.02.2025;Debit;Online Shopping;$252,17
131531;6587;12.02.2025;Debit;Entertainment;$264,68
158001;7891;12.02.2025;Debit;Entertainment;$65,59
141841;7093;12.02.2025;Deposit;Investment;$2.931,27
102751;5130;12.02.2025;Deposit;Investment;$3.041,29
138180;6908;12.02.2025;Debit;Utilities;$15,82
159799;7987;12.02.2025;Credit;Salary;$2.026,02
210935;10513;12.02.2025;Debit;Groceries;$115,02
136870;6847;12.02.2025;Debit;Entertainment;$212,33
135340;6774;12.02.2025;Debit;Online Shopping;$86,44
150305;7508;12.02.2025;Debit;Online Shopping;$152,27
200563;10009;12.02.2025;Debit;Travel;$271,88
152873;7630;12.02.2025;Debit;Online Shopping;$73,53
143587;7174;12.02.2025;Debit;Groceries;$191,27
109408;5466;12.02.2025;Debit;Utilities;$135,40
116347;5834;12.02.2025;Credit;Salary;$3.321,14
176301;8803;12.02.2025;Debit;Groceries;$338,49
175058;8739;12.02.2025;Debit;Travel;$148,48
202988;10129;12.02.2025;Debit;Travel;$232,08
102031;5097;12.02.2025;Debit;Travel;$224,99
182468;9117;12.02.2025;Debit;Groceries;$133,24
215820;10754;12.02.2025;Debit;Groceries;$250,54
196641;9817;12.02.2025;Debit;Groceries;$193,25
205784;10266;12.02.2025;Deposit;Investment;$2.410,44
128453;6428;12.02.2025;Debit;Entertainment;$316,42
179219;8959;12.02.2025;Debit;Groceries;$105,94
108349;5412;12.02.2025;Debit;Groceries;$348,83
206742;10312;12.02.2025;Debit;Entertainment;$29,16
194200;9702;12.02.2025;Debit;Travel;$85,79
117853;5906;12.02.2025;Debit;Groceries;$143,54
182612;9126;12.02.2025;Credit;Salary;$5.100,17
204617;10210;12.02.2025;Credit;Salary;$4.099,24
187805;9391;12.02.2025;Credit;Salary;$3.412,71
108976;5446;12.02.2025;Debit;Entertainment;$177,23
210432;10493;12.02.2025;Credit;Salary;$1.554,13
210358;10489;12.02.2025;Debit;Travel;$276,97
161605;8073;12.02.2025;Credit;Salary;$3.612,15
211855;10558;12.02.2025;Debit;Travel;$245,75
216962;10809;12.02.2025;Debit;Travel;$313,75
118470;5936;12.02.2025;Debit;Entertainment;$101,79
120989;6051;12.02.2025;Debit;Entertainment;$209,47
181810;9085;12.02.2025;Debit;Utilities;$28,05
189493;9471;12.02.2025;Debit;Utilities;$106,04
158224;7902;12.02.2025;Debit;Groceries;$128,86
142810;7139;12.02.2025;Debit;Groceries;$61,39
171192;8544;12.02.2025;Debit;Entertainment;$176,66
191401;9557;12.02.2025;Credit;Salary;$3.414,06
105710;5277;12.02.2025;Debit;Travel;$50,51
139258;6965;12.02.2025;Debit;Utilities;$343,15
103809;5185;12.02.2025;Debit;Entertainment;$85,96
123528;6176;12.02.2025;Debit;Online Shopping;$75,57
174113;8691;12.02.2025;Debit;Utilities;$263,07
109147;5452;12.02.2025;Debit;Entertainment;$265,97
180224;9007;12.02.2025;Deposit;Investment;$700,02
105584;5270;12.02.2025;Debit;Travel;$95,78
144389;7217;12.02.2025;Debit;Travel;$148,71
215733;10750;12.02.2025;Debit;Groceries;$266,44
173205;8644;12.02.2025;Debit;Utilities;$40,67
194365;9713;12.02.2025;Debit;Entertainment;$270,96
174125;8692;12.02.2025;Debit;Entertainment;$107,71
100531;5027;12.02.2025;Debit;Groceries;$206,89
197586;9868;12.02.2025;Debit;Groceries;$111,14
105136;5248;12.02.2025;Debit;Travel;$315,15
158207;7902;13.02.2025;Debit;Travel;$23,12
193808;9681;13.02.2025;Deposit;Investment;$1.739,00
188214;9408;13.02.2025;Debit;Online Shopping;$322,50
172258;8596;13.02.2025;Debit;Entertainment;$248,57
111316;5564;13.02.2025;Credit;Salary;$5.728,04
158936;7940;13.02.2025;Debit;Groceries;$230,77
117542;5888;13.02.2025;Deposit;Investment;$803,44
118793;5952;13.02.2025;Debit;Entertainment;$113,57
128446;6428;13.02.2025;Debit;Online Shopping;$321,73
125351;6271;13.02.2025;Debit;Travel;$118,25
209282;10436;13.02.2025;Debit;Travel;$222,63
205819;10267;13.02.2025;Debit;Utilities;$65,72
134908;6750;13.02.2025;Deposit;Investment;$3.992,93
217556;10845;13.02.2025;Credit;Salary;$3.995,61
138855;6943;13.02.2025;Debit;Travel;$41,27
105427;5264;13.02.2025;Debit;Entertainment;$228,94
100785;5039;13.02.2025;Debit;Travel;$309,82
126284;6315;13.02.2025;Debit;Entertainment;$276,92
160836;8035;13.02.2025;Debit;Travel;$328,48
215630;10746;13.02.2025;Debit;Online Shopping;$110,92
139919;6998;13.02.2025;Debit;Entertainment;$159,23
158308;7908;13.02.2025;Debit;Travel;$75,08
114217;5716;13.02.2025;Debit;Utilities;$47,19
210029;10472;13.02.2025;Debit;Travel;$208,21
220967;11014;13.02.2025;Deposit;Investment;$4.842,80
140645;7032;13.02.2025;Debit;Entertainment;$137,01
140310;7016;13.02.2025;Debit;Online Shopping;$122,58
133033;6660;13.02.2025;Debit;Online Shopping;$233,49
144502;7220;13.02.2025;Debit;Entertainment;$40,23
186640;9332;13.02.2025;Debit;Online Shopping;$35,84
200446;10001;13.02.2025;Credit;Salary;$3.482,03
203990;10183;13.02.2025;Credit;Salary;$2.734,06
144109;7201;13.02.2025;Debit;Travel;$260,81
143627;7177;13.02.2025;Debit;Entertainment;$185,39
213731;10651;13.02.2025;Debit;Online Shopping;$280,99
188717;9433;13.02.2025;Credit;Salary;$1.540,56
189679;9481;13.02.2025;Debit;Entertainment;$195,78
190212;9504;13.02.2025;Debit;Travel;$258,42
194014;9692;13.02.2025;Credit;Salary;$2.487,93
208571;10405;13.02.2025;Debit;Travel;$28,16
128492;6430;13.02.2025;Debit;Groceries;$258,47
