Account_ID;Customer_ID;Account_Type;Open_Date;Balance
6466;1731;Credit Card;7.02.2024;-$3.321,21
6467;1732;Credit Card;1.05.2026;-$6.414,73
6468;1733;Savings;29.06.2025;$32.087,00
6469;1734;Checking;2.10.2024;$19.058,02
6470;1735;Savings;1.05.2026;$57.025,64
6471;1735;Credit Card;1.05.2026;-$5.686,85
6472;1735;Checking;1.05.2026;$6.892,42
6473;1736;Savings;27.04.2024;$41.467,15
6474;1737;Credit Card;24.11.2025;-$3.850,16
6475;1737;Checking;13.12.2025;$10.483,51
6476;1737;Savings;11.12.2025;$26.178,03
6477;1738;Savings;18.03.2024;$63.747,98
6478;1738;Checking;22.12.2023;$13.299,87
6479;1739;Credit Card;14.02.2025;-$4.660,98
6480;1740;Savings;2.03.2024;$59.534,35
6481;1740;Credit Card;1.05.2024;-$1.238,67
6482;1740;Checking;1.06.2024;$2.110,98
6483;1741;Checking;28.04.2025;$19.121,36
6484;1741;Savings;5.08.2025;$108.141,16
6485;1741;Credit Card;16.03.2025;-$2.467,05
6486;1742;Checking;14.05.2024;$9.611,16
6487;1743;Savings;12.07.2023;$12.846,21
6488;1743;Credit Card;7.08.2023;-$2.565,58
6489;1743;Checking;28.03.2023;$11.890,99
6490;1744;Checking;4.06.2023;$5.085,55
6491;1745;Checking;1.05.2026;$8.306,43
6492;1745;Credit Card;1.05.2026;-$1.565,87
6493;1746;Savings;8.11.2024;$115.730,69
6494;1746;Credit Card;2.09.2024;-$275,23
6495;1746;Checking;2.01.2025;$472,65
6496;1747;Checking;6.06.2023;$4.559,44
6497;1747;Savings;1.05.2023;$12.862,21
6498;1747;Credit Card;19.05.2023;-$2.815,25
6499;1748;Checking;23.08.2024;$16.971,77
6500;1748;Savings;18.08.2024;$27.102,96
6501;1748;Credit Card;30.07.2024;-$19,26
6502;1749;Savings;12.12.2024;$117.088,71
6503;1749;Credit Card;2.11.2024;-$418,34
6504;1750;Checking;2.12.2023;$17.286,97
6505;1750;Savings;5.10.2023;$89.829,44
6506;1751;Savings;1.05.2026;$89.533,08
6507;1751;Checking;1.05.2026;$11.841,49
6508;1752;Checking;26.02.2024;$4.555,09
6509;1752;Savings;29.06.2024;$25.473,07
6510;1753;Checking;11.04.2024;$4.864,70
6511;1754;Savings;6.06.2025;$23.167,13
6512;1754;Checking;11.08.2025;$1.572,50
6513;1755;Savings;4.02.2025;$94.415,89
6514;1755;Credit Card;19.11.2024;-$322,68
6515;1755;Checking;6.01.2025;$1.117,98
6516;1756;Credit Card;6.11.2025;-$2.084,38
6517;1756;Savings;25.02.2026;$98.028,60
6518;1756;Checking;23.11.2025;$14.806,81
6519;1757;Savings;27.08.2023;$54.471,15
6520;1757;Checking;7.07.2023;$19.590,07
6521;1757;Credit Card;19.07.2023;-$6.219,65
6522;1758;Savings;28.01.2024;$55.651,85
6523;1758;Credit Card;21.01.2024;-$5.324,25
6524;1758;Checking;27.03.2024;$11.580,12
6525;1759;Savings;16.09.2023;$40.486,48
6526;1759;Credit Card;27.09.2023;-$2.861,93
6527;1760;Checking;17.04.2024;$6.013,99
6528;1760;Savings;10.07.2024;$74.026,47
6529;1761;Credit Card;31.03.2024;-$6.015,07
6530;1761;Checking;16.01.2024;$5.273,20
6531;1762;Credit Card;14.03.2026;-$1.592,85
6532;1762;Checking;29.10.2025;$10.409,80
6533;1762;Savings;7.02.2026;$74.578,82
6534;1763;Checking;7.08.2024;$18.794,30
6535;1763;Savings;29.08.2024;$17.557,28
6536;1763;Credit Card;22.06.2024;-$5.023,39
6537;1764;Savings;16.09.2024;$89.101,60
6538;1764;Credit Card;14.05.2024;-$2.924,93
6539;1765;Savings;12.04.2026;$101.061,43
6540;1765;Checking;1.05.2026;$12.488,33
6541;1765;Credit Card;11.04.2026;-$638,87
6542;1766;Credit Card;14.06.2023;-$4.285,32
6543;1766;Checking;14.04.2023;$14.941,37
6544;1766;Savings;14.06.2023;$13.359,92
6545;1767;Savings;23.12.2023;$110.044,47
6546;1767;Checking;28.10.2023;$1.891,00
6547;1768;Checking;1.05.2026;$7.853,23
6548;1768;Credit Card;1.05.2026;-$166,56
6549;1769;Checking;1.05.2026;$8.292,53
6550;1770;Savings;24.08.2024;$21.562,87
6551;1770;Checking;14.10.2024;$6.498,98
6552;1770;Credit Card;20.10.2024;-$193,01
6553;1771;Savings;18.11.2025;$77.492,16
6554;1772;Checking;1.05.2026;$5.544,23
6555;1773;Credit Card;25.03.2025;-$283,69
6556;1773;Savings;15.02.2025;$15.168,92
6557;1774;Credit Card;31.10.2024;-$3.989,55
6558;1775;Credit Card;16.11.2023;-$1.785,72
6559;1775;Savings;18.07.2023;$55.676,11
6560;1775;Checking;17.07.2023;$4.854,26
6561;1776;Credit Card;24.11.2024;-$2.090,06
6562;1776;Savings;30.10.2024;$40.273,43
6563;1776;Checking;17.07.2024;$2.968,15
6564;1777;Credit Card;7.06.2025;-$203,05
6565;1777;Savings;5.03.2025;$78.896,58
6566;1777;Checking;30.05.2025;$9.389,76
6567;1778;Checking;2.08.2023;$18.027,74
6568;1778;Credit Card;12.11.2023;-$6.131,53
6569;1779;Checking;7.02.2024;$3.260,29
6570;1779;Credit Card;22.02.2024;-$2.392,81
6571;1779;Savings;25.01.2024;$24.622,19
6572;1780;Savings;16.02.2025;$52.290,84
6573;1780;Checking;26.02.2025;$10.523,83
6574;1781;Savings;17.10.2023;$11.666,12
6575;1782;Credit Card;1.05.2026;-$4.376,73
6576;1783;Savings;9.03.2024;$91.736,76
6577;1783;Checking;10.03.2024;$13.324,73
6578;1784;Checking;29.04.2026;$16.318,86
6579;1784;Credit Card;1.05.2026;-$4.335,81
6580;1785;Savings;11.09.2023;$95.889,06
6581;1785;Checking;26.07.2023;$3.089,02
6582;1786;Credit Card;17.12.2024;-$1.737,15
6583;1787;Checking;27.05.2025;$5.824,61
6584;1787;Credit Card;15.06.2025;-$4.705,55
6585;1788;Checking;29.03.2023;$19.203,72
6586;1788;Savings;9.04.2023;$48.789,60
6587;1789;Checking;28.01.2025;$5.486,90
6588;1789;Savings;20.12.2024;$52.296,76
6589;1790;Checking;29.11.2024;$15.885,52
6590;1790;Credit Card;16.03.2025;-$5.721,22
6591;1790;Savings;16.12.2024;$37.993,23
6592;1791;Savings;30.12.2024;$66.485,77
6593;1791;Checking;13.01.2025;$6.450,60
6594;1792;Savings;24.01.2026;$30.791,64
6595;1792;Checking;21.12.2025;$8.604,60
6596;1792;Credit Card;21.12.2025;-$3.980,19
6597;1793;Savings;13.03.2024;$108.922,72
6598;1793;Checking;13.07.2024;$5.668,05
6599;1793;Credit Card;2.04.2024;-$1.889,85
6600;1794;Savings;21.09.2025;$102.606,01
6601;1794;Credit Card;15.08.2025;-$6.458,83
6602;1795;Savings;1.05.2026;$91.567,30
6603;1795;Credit Card;1.05.2026;-$3.685,11
6604;1795;Checking;1.05.2026;$11.156,81
6605;1796;Checking;5.06.2025;$8.907,98
6606;1796;Savings;30.08.2025;$9.285,56
6607;1796;Credit Card;1.11.2025;-$228,97
6608;1797;Savings;21.10.2025;$114.893,77
6609;1797;Credit Card;18.01.2026;-$3.669,90
6610;1798;Savings;22.02.2024;$23.149,96
6611;1798;Credit Card;12.03.2024;-$4.016,15
6612;1798;Checking;7.03.2024;$1.633,36
6613;1799;Savings;22.10.2024;$51.425,31
6614;1799;Checking;21.09.2024;$14.576,54
6615;1800;Credit Card;26.01.2025;-$4.324,55
6616;1800;Checking;29.10.2024;$7.944,11
6617;1801;Credit Card;16.03.2025;-$3.489,19
6618;1801;Checking;31.05.2025;$5.845,43
6619;1802;Credit Card;2.09.2024;-$1.927,74
6620;1802;Checking;3.08.2024;$8.655,71
6621;1803;Credit Card;11.02.2024;-$5.957,69
6622;1804;Credit Card;15.05.2025;-$2.706,69
6623;1805;Savings;1.05.2026;$32.617,67
6624;1805;Checking;1.05.2026;$5.939,72
6625;1805;Credit Card;2.04.2026;-$3.421,20
6626;1806;Credit Card;8.09.2023;-$6.514,35
6627;1807;Credit Card;1.12.2024;-$6.225,20
6628;1807;Savings;16.09.2024;$78.080,22
6629;1808;Checking;1.05.2026;$1.316,00
6630;1808;Savings;1.05.2026;$69.178,04
6631;1808;Credit Card;1.05.2026;-$5.200,65
6632;1809;Checking;12.03.2026;$4.188,38
6633;1809;Credit Card;1.05.2026;-$4.923,33
6634;1809;Savings;1.05.2026;$34.852,58
6635;1810;Savings;7.10.2025;$99.621,67
6636;1810;Checking;25.07.2025;$1.713,50
6637;1811;Savings;15.09.2024;$47.238,86
6638;1811;Checking;22.07.2024;$1.482,68
6639;1811;Credit Card;29.03.2024;-$1.660,58
6640;1812;Credit Card;5.03.2025;-$6.017,19
6641;1812;Checking;17.04.2025;$8.259,25
6642;1813;Checking;14.08.2023;$19.580,92
6643;1814;Credit Card;11.05.2024;-$245,82
6644;1815;Checking;3.07.2024;$2.042,37
6645;1815;Credit Card;28.09.2024;-$5.231,38
6646;1816;Savings;1.05.2025;$119.565,38
6647;1816;Credit Card;29.04.2025;-$2.310,36
6648;1816;Checking;21.03.2025;$6.770,11
6649;1817;Credit Card;14.11.2024;-$134,15
6650;1818;Checking;2.04.2026;$6.121,53
6651;1818;Credit Card;1.05.2026;-$1.693,13
6652;1819;Credit Card;26.12.2023;-$1.797,33
6653;1819;Checking;26.02.2024;$12.888,45
6654;1820;Savings;23.03.2026;$21.898,82
6655;1821;Credit Card;16.04.2026;-$1.173,74
6656;1822;Savings;13.10.2023;$103.410,64
6657;1822;Checking;20.09.2023;$8.698,19
6658;1822;Credit Card;1.11.2023;-$5.859,15
6659;1823;Credit Card;16.10.2023;-$1.940,92
6660;1824;Credit Card;16.08.2024;-$244,87
6661;1824;Checking;5.07.2024;$14.354,61
6662;1824;Savings;18.09.2024;$38.421,42
6663;1825;Savings;22.01.2025;$5.699,32
6664;1826;Credit Card;6.07.2024;-$4.945,91
6665;1827;Checking;1.05.2026;$14.589,95
6666;1827;Credit Card;7.02.2026;-$722,95
6667;1828;Checking;20.07.2023;$8.445,94
6668;1828;Credit Card;28.05.2023;-$2.637,66
6669;1828;Savings;7.05.2023;$75.440,86
6670;1829;Savings;3.05.2023;$17.222,23
6671;1829;Checking;11.06.2023;$14.538,48
6672;1830;Credit Card;19.07.2023;-$6.618,06
6673;1830;Savings;25.09.2023;$84.025,77
6674;1831;Credit Card;1.05.2026;-$6.954,03
6675;1831;Checking;3.03.2026;$634,47
6676;1831;Savings;5.04.2026;$27.013,95
6677;1832;Savings;12.02.2026;$81.575,46
6678;1832;Checking;17.01.2026;$17.690,56
6679;1833;Credit Card;1.11.2024;-$4.226,89
6680;1833;Checking;4.12.2024;$12.123,72
6681;1834;Savings;9.12.2025;$104.726,93
6682;1835;Savings;1.05.2026;$41.577,10
6683;1836;Credit Card;21.04.2026;-$1.725,12
6684;1836;Checking;1.05.2026;$6.166,07
6685;1837;Savings;15.08.2024;$23.012,07
6686;1837;Credit Card;7.10.2024;-$3.924,37
6687;1838;Credit Card;16.06.2023;-$3.984,36
6688;1839;Credit Card;14.11.2023;-$3.538,12
6689;1840;Checking;26.07.2024;$18.025,03
6690;1840;Savings;17.05.2024;$118.292,75
6691;1840;Credit Card;9.06.2024;-$2.309,31
6692;1841;Credit Card;9.05.2025;-$4.887,30
6693;1841;Savings;22.01.2025;$19.537,37
6694;1841;Checking;12.01.2025;$501,21
6695;1842;Checking;22.01.2026;$3.018,16
6696;1842;Credit Card;30.10.2025;-$3.352,48
6697;1842;Savings;20.10.2025;$79.814,58
6698;1843;Credit Card;25.09.2024;-$3.511,99
6699;1843;Savings;5.09.2024;$89.842,12
6700;1844;Checking;9.03.2026;$19.569,97
6701;1844;Credit Card;1.10.2025;-$2.468,72
6702;1844;Savings;26.12.2025;$50.739,81
6703;1845;Savings;27.04.2025;$91.729,87
6704;1845;Credit Card;26.01.2025;-$1.638,34
6705;1846;Checking;29.08.2024;$1.124,36
6706;1846;Savings;10.09.2024;$8.164,56
6707;1847;Savings;21.05.2025;$41.736,28
6708;1848;Credit Card;20.08.2025;-$2.169,36
6709;1848;Savings;10.08.2025;$70.578,94
6710;1848;Checking;16.07.2025;$17.831,70
6711;1849;Credit Card;10.08.2025;-$4.593,49
6712;1849;Savings;13.11.2025;$106.580,13
6713;1850;Checking;26.08.2023;$1.419,12
6714;1850;Credit Card;13.11.2023;-$6.951,50
6715;1851;Checking;28.03.2024;$15.337,49
6716;1851;Savings;4.02.2024;$86.545,67
6717;1851;Credit Card;2.03.2024;-$5.421,37
6718;1852;Checking;20.08.2025;$4.551,84
6719;1852;Savings;10.11.2025;$17.943,36
6720;1852;Credit Card;6.09.2025;-$3.139,07
6721;1853;Checking;16.02.2025;$19.407,97
6722;1854;Credit Card;23.07.2024;-$4.590,08
6723;1855;Credit Card;2.01.2025;-$4.954,70
6724;1856;Savings;21.03.2023;$98.641,15
6725;1857;Savings;23.12.2025;$108.979,38
6726;1857;Credit Card;26.10.2025;-$6.835,42
6727;1858;Credit Card;21.05.2025;-$242,97
6728;1859;Credit Card;11.07.2024;-$5.181,86
6729;1860;Checking;9.03.2026;$1.341,44
6730;1860;Credit Card;1.05.2026;-$582,42
6731;1861;Credit Card;15.06.2025;-$891,31
6732;1861;Checking;4.06.2025;$14.756,05
6733;1861;Savings;10.01.2025;$63.272,20
6734;1862;Checking;3.04.2024;$13.963,22
6735;1862;Savings;8.04.2024;$13.554,35
6736;1863;Credit Card;26.10.2025;-$3.288,32
6737;1863;Checking;18.01.2026;$8.812,97
6738;1863;Savings;18.12.2025;$71.111,12
6739;1864;Checking;1.06.2025;$5.736,95
6740;1864;Savings;6.06.2025;$70.306,56
6741;1864;Credit Card;2.06.2025;-$988,92
6742;1865;Checking;3.07.2025;$14.080,02
6743;1866;Savings;30.12.2025;$91.956,88
6744;1866;Credit Card;24.01.2026;-$6.891,36
6745;1866;Checking;17.12.2025;$7.583,21
6746;1867;Checking;16.04.2025;$19.254,64
6747;1867;Savings;18.01.2025;$28.639,60
6748;1867;Credit Card;1.01.2025;-$6.372,90
6749;1868;Credit Card;13.11.2023;-$6.136,06
6750;1868;Savings;22.02.2024;$7.892,15
6751;1869;Credit Card;10.02.2025;-$6.742,73
6752;1870;Savings;3.02.2026;$26.073,49
6753;1870;Credit Card;26.01.2026;-$5.091,13
6754;1870;Checking;19.02.2026;$18.576,69
6755;1871;Checking;15.01.2026;$12.157,41
6756;1871;Savings;30.10.2025;$24.286,38
6757;1872;Checking;8.09.2025;$9.483,32
6758;1872;Credit Card;10.09.2025;-$6.319,68
6759;1873;Checking;22.11.2025;$12.182,68
6760;1874;Credit Card;17.03.2024;-$3.579,46
6761;1874;Savings;21.03.2024;$18.193,65
6762;1875;Checking;31.07.2024;$17.340,73
6763;1875;Savings;26.05.2024;$5.192,01
6764;1876;Credit Card;17.01.2025;-$1.728,14
6765;1876;Savings;10.02.2025;$101.706,20
6766;1877;Credit Card;7.10.2023;-$4.930,35
6767;1877;Savings;18.09.2023;$115.853,03
6768;1877;Checking;27.10.2023;$9.516,03
6769;1878;Credit Card;23.09.2025;-$4.668,06
6770;1878;Checking;30.11.2025;$4.317,05
6771;1878;Savings;29.10.2025;$56.887,85
6772;1879;Credit Card;2.02.2024;-$4.131,71
6773;1880;Savings;4.08.2024;$105.312,27
6774;1880;Checking;27.12.2024;$5.495,85
6775;1880;Credit Card;26.10.2024;-$272,59
6776;1881;Checking;3.01.2024;$17.188,52
6777;1882;Credit Card;19.12.2023;-$6.473,84
6778;1882;Checking;26.12.2023;$4.302,73
6779;1882;Savings;1.10.2023;$102.063,70
6780;1883;Checking;19.03.2024;$12.895,15
6781;1883;Savings;16.12.2023;$31.694,82
6782;1883;Credit Card;29.12.2023;-$4.440,17
6783;1884;Checking;9.01.2024;$8.451,37
6784;1884;Savings;3.12.2023;$99.243,69
6785;1885;Credit Card;16.07.2024;-$3.752,75
6786;1885;Savings;30.03.2024;$81.739,71
6787;1885;Checking;20.04.2024;$15.954,05
6788;1886;Checking;26.02.2024;$540,87
6789;1886;Savings;21.02.2024;$115.520,62
6790;1887;Checking;2.05.2024;$17.540,21
6791;1887;Savings;7.06.2024;$20.422,41
6792;1887;Credit Card;17.07.2024;-$2.489,62
6793;1888;Savings;8.12.2023;$101.477,36
6794;1888;Credit Card;21.12.2023;-$2.746,74
6795;1889;Savings;26.02.2024;$83.159,95
6796;1889;Checking;10.08.2024;$6.903,93
6797;1890;Savings;2.06.2024;$58.808,15
6798;1890;Checking;2.06.2024;$19.440,82
6799;1890;Credit Card;2.09.2024;-$5.622,09
6800;1891;Savings;21.08.2023;$11.805,76
6801;1891;Credit Card;15.05.2023;-$4.112,13
6802;1892;Credit Card;20.11.2023;-$3.799,86
6803;1893;Savings;26.12.2024;$94.995,74
6804;1893;Checking;28.10.2024;$10.559,94
6805;1893;Credit Card;16.08.2024;-$6.099,29
6806;1894;Checking;5.07.2025;$18.952,04
6807;1894;Credit Card;26.06.2025;-$1.874,99
6808;1894;Savings;24.05.2025;$112.283,52
6809;1895;Credit Card;6.01.2025;-$4.793,94
6810;1896;Checking;10.11.2024;$8.807,56
6811;1896;Credit Card;21.08.2024;-$1.014,58
6812;1897;Savings;18.07.2024;$11.467,86
6813;1897;Credit Card;11.03.2024;-$5.209,69
6814;1897;Checking;23.05.2024;$9.153,71
6815;1898;Checking;14.07.2023;$653,49
6816;1898;Credit Card;17.09.2023;-$1.325,58
6817;1898;Savings;11.08.2023;$45.560,13
6818;1899;Savings;20.12.2024;$101.672,44
6819;1899;Checking;31.12.2024;$14.606,98
6820;1900;Checking;7.03.2026;$11.054,52
6821;1901;Checking;10.11.2025;$3.088,92
6822;1902;Checking;23.04.2026;$5.540,16
6823;1902;Credit Card;12.04.2026;-$4.639,93
6824;1903;Checking;6.07.2023;$16.732,71
6825;1903;Credit Card;21.05.2023;-$1.781,89
6826;1904;Savings;1.05.2026;$81.696,26
6827;1904;Checking;1.05.2026;$10.317,47
6828;1904;Credit Card;1.05.2026;-$2.324,63
6829;1905;Savings;30.07.2025;$11.684,24
6830;1905;Credit Card;3.10.2025;-$2.669,93
6831;1905;Checking;3.07.2025;$727,16
6832;1906;Credit Card;1.05.2026;-$4.929,25
6833;1906;Savings;1.05.2026;$46.070,30
6834;1906;Checking;1.05.2026;$15.884,66
6835;1907;Credit Card;21.06.2023;-$2.709,01
6836;1907;Savings;19.11.2023;$55.581,94
6837;1907;Checking;21.10.2023;$17.990,26
6838;1908;Credit Card;21.01.2025;-$6.094,62
6839;1909;Savings;22.07.2025;$17.103,52
6840;1909;Checking;8.12.2025;$16.641,62
6841;1909;Credit Card;27.07.2025;-$3.601,32
6842;1910;Credit Card;29.05.2024;-$1.947,46
6843;1910;Checking;11.05.2024;$16.824,03
6844;1911;Savings;10.07.2023;$82.316,41
6845;1911;Credit Card;4.09.2023;-$1.918,42
6846;1911;Checking;10.09.2023;$5.800,59
6847;1912;Checking;7.09.2023;$19.548,23
6848;1912;Credit Card;24.11.2023;-$2.816,97
6849;1913;Credit Card;1.01.2025;-$5.745,16
6850;1914;Savings;17.05.2024;$84.966,78
6851;1915;Checking;16.02.2025;$14.965,90
6852;1915;Credit Card;30.05.2025;-$2.175,57
6853;1916;Savings;1.05.2026;$57.590,77
6854;1916;Credit Card;15.04.2026;-$1.258,06
6855;1917;Checking;1.08.2025;$19.605,06
6856;1917;Savings;8.11.2025;$56.774,92
6857;1917;Credit Card;15.08.2025;-$3.004,91
6858;1918;Credit Card;27.07.2025;-$1.677,70
6859;1918;Checking;28.09.2025;$5.210,04
6860;1919;Checking;20.08.2024;$9.676,76
6861;1919;Credit Card;22.05.2024;-$1.732,01
6862;1919;Savings;12.08.2024;$67.675,22
6863;1920;Credit Card;14.04.2026;-$3.909,25
6864;1920;Checking;1.03.2026;$15.766,56
6865;1921;Checking;7.05.2024;$1.272,41
6866;1922;Credit Card;13.10.2024;-$4.027,83
6867;1923;Checking;24.05.2023;$368,21
6868;1924;Checking;18.07.2023;$8.179,16
6869;1924;Credit Card;13.08.2023;-$3.049,40
6870;1925;Checking;10.12.2025;$5.568,36
6871;1926;Savings;21.12.2023;$73.651,04
6872;1926;Credit Card;3.02.2024;-$2.255,34
6873;1927;Savings;9.12.2023;$22.215,67
6874;1927;Credit Card;13.01.2024;-$6.752,42
6875;1927;Checking;30.01.2024;$19.451,51
6876;1928;Savings;25.09.2025;$92.158,82
6877;1928;Checking;2.11.2025;$4.278,21
6878;1928;Credit Card;9.10.2025;-$4.384,15
6879;1929;Credit Card;24.01.2024;-$4.854,45
6880;1929;Savings;27.02.2024;$29.506,45
6881;1930;Savings;22.04.2024;$66.528,86
6882;1930;Checking;2.10.2024;$18.497,74
6883;1931;Credit Card;24.01.2025;-$2.655,36
6884;1931;Checking;16.11.2024;$130,25
6885;1932;Checking;24.04.2023;$8.088,66
6886;1933;Checking;2.09.2025;$10.603,31
6887;1933;Credit Card;20.09.2025;-$1.561,03
6888;1933;Savings;30.06.2025;$39.247,57
6889;1934;Credit Card;3.07.2024;-$1.361,31
6890;1935;Checking;7.11.2023;$12.741,84
6891;1936;Savings;6.02.2026;$21.156,71
6892;1936;Checking;8.02.2026;$8.463,85
6893;1937;Credit Card;27.11.2024;-$5.935,77
6894;1938;Savings;12.10.2024;$28.942,61
6895;1938;Checking;1.06.2024;$16.162,67
6896;1939;Credit Card;5.10.2024;-$5.119,13
6897;1939;Savings;23.07.2024;$38.795,11
6898;1940;Checking;17.11.2023;$7.954,56
6899;1940;Credit Card;23.10.2023;-$3.688,81
6900;1940;Savings;15.11.2023;$94.105,54
6901;1941;Savings;2.12.2023;$26.490,52
6902;1941;Checking;9.07.2023;$19.253,74
6903;1942;Checking;9.06.2024;$9.242,79
6904;1942;Savings;20.04.2024;$12.360,15
6905;1943;Credit Card;20.10.2025;-$5.832,28
6906;1943;Checking;24.07.2025;$6.442,74
6907;1943;Savings;15.10.2025;$79.395,10
6908;1944;Checking;13.09.2024;$8.967,70
6909;1944;Savings;28.11.2024;$118.224,20
6910;1945;Checking;1.05.2026;$4.127,20
6911;1945;Credit Card;1.05.2026;-$4.884,24
6912;1945;Savings;1.05.2026;$114.361,52
6913;1946;Checking;4.05.2025;$9.640,93
6914;1947;Savings;4.08.2023;$68.114,90
6915;1947;Credit Card;3.08.2023;-$829,99
6916;1947;Checking;15.09.2023;$9.921,62
6917;1948;Credit Card;3.09.2024;-$1.316,78
6918;1948;Checking;28.08.2024;$12.700,09
6919;1948;Savings;8.11.2024;$116.004,00
6920;1949;Checking;25.12.2023;$10.938,73
6921;1949;Savings;2.12.2023;$47.939,39
6922;1949;Credit Card;2.05.2024;-$311,61
6923;1950;Savings;25.02.2024;$28.574,97
6924;1950;Credit Card;10.11.2023;-$2.481,98
6925;1951;Credit Card;10.03.2024;-$4.636,39
6926;1951;Savings;11.03.2024;$44.144,81
6927;1951;Checking;2.01.2024;$19.663,17
6928;1952;Credit Card;15.09.2025;-$5.764,95
6929;1952;Savings;17.01.2026;$97.450,59
6930;1952;Checking;28.12.2025;$15.714,04
6931;1953;Savings;17.12.2025;$81.859,51
6932;1954;Credit Card;2.04.2024;-$3.537,45
6933;1955;Credit Card;17.05.2024;-$5.572,96
6934;1956;Checking;14.06.2023;$1.937,22
6935;1956;Savings;21.05.2023;$24.713,40
6936;1957;Checking;16.05.2025;$4.114,03
6937;1957;Savings;12.07.2025;$83.059,12
6938;1957;Credit Card;4.06.2025;-$5.004,55
6939;1958;Checking;13.10.2025;$9.715,94
6940;1958;Credit Card;7.08.2025;-$893,03
6941;1958;Savings;7.06.2025;$10.233,78
6942;1959;Checking;2.02.2024;$19.300,42
6943;1959;Credit Card;24.12.2023;-$5.074,51
6944;1960;Savings;25.05.2025;$81.639,27
6945;1960;Credit Card;13.09.2025;-$151,72
6946;1960;Checking;18.11.2025;$4.842,78
6947;1961;Credit Card;16.05.2024;-$1.676,27
6948;1961;Savings;4.05.2024;$74.305,88
6949;1962;Savings;9.01.2025;$84.869,92
6950;1963;Savings;30.12.2024;$47.535,22
6951;1964;Checking;9.12.2024;$19.000,59
6952;1964;Savings;6.03.2025;$86.078,19
6953;1964;Credit Card;17.02.2025;-$4.279,69
6954;1965;Savings;17.04.2025;$62.646,05
6955;1965;Credit Card;27.05.2025;-$5.448,24
6956;1966;Checking;1.05.2026;$11.964,77
6957;1966;Credit Card;1.05.2026;-$4.327,17
6958;1967;Savings;1.07.2025;$97.205,37
6959;1968;Checking;24.06.2024;$10.560,59
6960;1968;Savings;8.07.2024;$93.999,03
6961;1969;Checking;27.05.2024;$11.159,54
6962;1969;Savings;7.07.2024;$28.673,50
6963;1970;Checking;15.08.2023;$458,00
6964;1970;Credit Card;29.03.2023;-$4.992,52
6965;1971;Checking;20.04.2024;$15.081,68
6966;1972;Checking;14.03.2025;$18.074,76
6967;1972;Credit Card;8.05.2025;-$5.922,00
6968;1973;Credit Card;10.03.2024;-$3.066,63
6969;1974;Savings;28.07.2024;$14.290,15
6970;1974;Credit Card;24.11.2024;-$6.668,03
6971;1975;Savings;1.05.2026;$75.783,02
6972;1975;Credit Card;1.05.2026;-$5.323,54
6973;1975;Checking;1.05.2026;$16.290,59
6974;1976;Checking;23.10.2023;$19.855,70
6975;1976;Savings;15.07.2023;$117.898,98
6976;1976;Credit Card;1.11.2023;-$3.106,86
6977;1977;Savings;6.11.2024;$103.406,16
6978;1978;Checking;30.08.2024;$18.568,08
6979;1978;Savings;14.09.2024;$67.558,73
6980;1979;Credit Card;31.10.2023;-$2.295,23
6981;1980;Checking;31.03.2023;$9.746,82
6982;1980;Savings;4.04.2023;$102.293,66
6983;1981;Credit Card;14.08.2024;-$947,42
6984;1981;Savings;4.08.2024;$53.663,03
6985;1981;Checking;5.11.2024;$14.935,51
6986;1982;Checking;23.01.2026;$14.559,01
6987;1983;Savings;31.08.2023;$105.259,62
6988;1984;Checking;16.03.2025;$11.192,37
6989;1984;Credit Card;29.01.2025;-$4.761,82
6990;1985;Credit Card;19.03.2023;-$2.159,40
6991;1985;Checking;6.09.2023;$18.800,03
6992;1985;Savings;3.04.2023;$95.394,73
6993;1986;Savings;1.05.2026;$72.995,30
6994;1986;Credit Card;27.03.2026;-$3.159,99
6995;1986;Checking;1.05.2026;$12.679,25
6996;1987;Checking;28.12.2023;$10.372,70
6997;1987;Savings;20.08.2023;$34.091,00
6998;1987;Credit Card;4.01.2024;-$359,07
6999;1988;Savings;1.05.2026;$35.299,09
7000;1988;Checking;1.05.2026;$7.710,11
7001;1989;Credit Card;2.05.2023;-$4.003,19
7002;1989;Checking;6.09.2023;$17.329,57
7003;1990;Checking;10.04.2026;$10.908,61
7004;1990;Savings;19.03.2026;$28.488,45
7005;1991;Credit Card;26.05.2023;-$2.914,47
7006;1991;Savings;24.07.2023;$113.494,76
7007;1992;Savings;26.11.2025;$44.424,85
7008;1992;Credit Card;21.09.2025;-$5.478,65
7009;1992;Checking;1.11.2025;$1.236,27
7010;1993;Credit Card;10.01.2025;-$1.364,22
7011;1994;Savings;19.07.2023;$28.810,11
7012;1994;Checking;25.08.2023;$2.805,68
7013;1994;Credit Card;15.08.2023;-$4.022,42
7014;1995;Checking;8.03.2025;$3.965,85
7015;1995;Savings;4.05.2025;$5.714,86
7016;1995;Credit Card;31.01.2025;-$3.260,20
7017;1996;Savings;17.01.2024;$36.636,56
7018;1996;Credit Card;23.02.2024;-$4.492,78
7019;1996;Checking;3.11.2023;$13.035,71
7020;1997;Checking;28.06.2025;$4.649,68
7021;1997;Credit Card;6.04.2025;-$4.637,73
7022;1997;Savings;5.04.2025;$71.564,33
7023;1998;Checking;23.04.2025;$9.075,66
7024;1998;Savings;4.07.2025;$80.377,91
7025;1999;Checking;21.04.2024;$11.504,09
